33
31
25
26
35
36
34
28
30
30
26
28
26
24
26
30
36
35
36
34
28
32
29
29
30
26
25
25
33
35
29
27
26
26
30
32
25
28
26
24
35
35
34
36
31
30
27
26
36
34
24
26
27
29
34
29
32
27
27
24
36
33
30
28
28
25
34
34
34
36
28
25
25
25
25
25
25
